entry_id,Publisher Name,Keyword,Match Type,Campaign,Keyword Group,Category,Bid Strategy,Status,Search Engine Bid,Clicks,Click Charges,Avg. Cost per Click,Impressions,Engine Click Thru %,Avg. Pos.,Trans. Conv. %,Total Cost/ Trans.,Amount,Total Cost,Total Volume of Bookings
mkt_1025,Google - US,florence tickets,Broad,Geo Targeted New York,New York to Florence Sale,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25,1,$5.33,$5.33,16,6.25%,1.94,0.00%,$0.00,$0.00,$5.33,0
mkt_1026,Google - US,florence cheap tickets,Broad,Google_Yearlong 2006,Google|Florence,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25,1,$2.15,$2.15,12,8.33%,2.75,0.00%,$0.00,$0.00,$2.15,0
mkt_1027,Google - US,paris cheap air tickets,Broad,Geo Targeted Houston,Houston to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25,1,$2.76,$2.76,1,100.00%,1.00,0.00%,$0.00,$0.00,$2.76,0
mkt_1028,Google - US,rome fare,Broad,Western Europe Destinations,Rome,uncategorized,Position 5-10 Bid Strategy,Unavailable,$0.00,38,$42.89,$1.13,485,7.84%,3.90,0.00%,$0.00,$0.00,$42.89,0
mkt_1029,Overture - Global,flight paris france,Advanced,Unassigned,Unassigned,paris,,Sent,$8.75,43,$48.79,$1.13,"6,958",0.62%,2.22,0.00%,$0.00,$0.00,$48.79,0
mkt_1030,Google - US,france airfares,Broad,Geo Targeted Chicago,Chicago to France Sale,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25,1,$3.73,$3.73,17,5.88%,1.39,0.00%,$0.00,$0.00,$3.73,0
mkt_1031,Yahoo - US,air france paris flights,Standard,Paris & France Terms,Paris Branded,uncategorized,,Live,$6.25,13,$2.32,$0.18,179,7.26%,1.00,0.00%,$0.00,$0.00,$2.32,0
mkt_1032,Google - US,france airports,Broad,Geo Targeted Detroit,Detroit to France Sale,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25,1,$0.78,$0.78,17,5.88%,1.00,0.00%,$0.00,$0.00,$0.78,0
mkt_1033,Overture - Global,cheap flight to marseille,Standard,Unassigned,Unassigned,marseille,Position 1-2 Target,Paused,$0.58,7,$4.24,$0.61,"1,067",0.66%,2.10,0.00%,$0.00,$0.00,$4.24,0
mkt_1034,Google - US,cont:google_yearlong 2006::google|madrid,N/A,Google_Yearlong 2006,Google|Madrid,uncategorized,,Unavailable,$7.50,8,$1.65,$0.21,794,1.01%,3.04,0.00%,$0.00,$0.00,$1.65,0
mkt_1035,MSN - US,air travel in france,Broad,Air France Brand & French Destinations,France,uncategorized,,Live,$0.00,2,$7.56,$3.78,35,5.71%,6.08,50.00%,$7.56,$512.55,$7.56,1
mkt_1036,Google - US,nice tickets,Broad,French Destinations,Nice,uncategorized,Position 2-5 Bid Strategy,Live,$10.00,34,$107.50,$3.16,"1,144",2.97%,1.18,0.00%,$0.00,$0.00,$107.50,0
mkt_1037,Google - US,international tickets,Broad,Geo Targeted New York,International New York,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25,1,$3.13,$3.13,6,16.67%,3.33,0.00%,$0.00,$0.00,$3.13,0
mkt_1038,Google - Global,flight to warsaw,Broad,Air France Global Campaign,Warsaw,warsaw,Position 1- 3,Unavailable,$11.25,1,$0.86,$0.86,1,100.00%,1.00,0.00%,$0.00,$0.00,$0.86,0
mkt_1039,Google - Global,french airlines,Broad,Air France Global Campaign,Air France,airfrance,Position 1- 3,Unavailable,$5.00,370,"$1,068.86",$2.89,"38,742",0.96%,1.70,0.81%,$356.29,"$3,207.90","$1,068.86",3
mkt_104,Google - US,paris plane ticket,Broad,Paris & France Terms,Paris,uncategorized,Position 5-10 Bid Strategy,Paused,$10.00,11,$21.99,$2.00,77,14.29%,1.21,0.00%,$0.00,$0.00,$21.99,0
mkt_1040,Yahoo - US,discount international airfare,Advanced,Geo Targeted Boston,Discount International Boston,uncategorized,,Paused,$6.25,3,$2.84,$0.95,32,9.38%,1.03,0.00%,$0.00,$0.00,$2.84,0
mkt_1041,Overture - Global,travel nice france,Advanced,Unassigned,Unassigned,nice,Position 1-2 Target,Paused,$1.03,15,$12.69,$0.85,"1,057",1.42%,2.45,0.00%,$0.00,$0.00,$12.69,0
mkt_1042,Google - US,france airlines,Broad,Geo Targeted Boston,Boston to France Sale,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25,5,$6.60,$1.32,457,1.09%,1.67,0.00%,$0.00,$0.00,$6.60,0
mkt_1043,Google - US,barcelona flight,Broad,Geo Targeted San Francisco,San Francisco to Barcelona Sale,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25,6,$15.98,$2.66,50,12.00%,1.74,0.00%,$0.00,$0.00,$15.98,0
mkt_1044,Overture - US,jfk to athens,Standard,Unassigned,Unassigned,athens,Position 5-10 Bid Strategy,Paused,$0.13,3,$0.94,$0.31,50,6.00%,1.58,0.00%,$0.00,$0.00,$0.94,0
mkt_1045,Google - US,florence flight,Broad,Geo Targeted DC,DC to Florence Sale,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25,1,$2.55,$2.55,24,4.17%,1.29,0.00%,$0.00,$0.00,$2.55,0
mkt_1046,Google - US,rome plane tickets,Broad,Geo Targeted Houston,Houston to Rome Sale,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25,1,$3.75,$3.75,12,8.33%,1.75,0.00%,$0.00,$0.00,$3.75,0
mkt_1047,Yahoo - US,air france promotion,Advanced,Geo Targeted DC,Airfrance Deal DC,uncategorized,,Live,$6.25,1,$0.25,$0.25,3,33.33%,2.00,0.00%,$0.00,$0.00,$0.25,0
mkt_1048,Overture - Global,nice airline ticket,Advanced,Unassigned,Unassigned,airline,,Paused,$8.75,13,$4.55,$0.35,"18,005",0.07%,1.40,0.00%,$0.00,$0.00,$4.55,0
mkt_1049,Google - US,rome ticket,Broad,Geo Targeted Boston,Boston to Rome Sale,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25,1,$5.00,$5.00,21,4.76%,1.24,0.00%,$0.00,$0.00,$5.00,0
mkt_105,Yahoo - US,venice flight,Advanced,Geo Targeted Detroit,Detroit to Venice Sale,uncategorized,,Paused,$6.25,1,$1.68,$1.68,56,1.79%,1.00,0.00%,$0.00,$0.00,$1.68,0
mkt_1050,Yahoo - US,italy cheap airfares,Advanced,Geo Targeted Atlanta,Atlanta to Italy Sale,uncategorized,,Paused,$6.25,1,$0.91,$0.91,4,25.00%,1.00,0.00%,$0.00,$0.00,$0.91,0
mkt_1051,Yahoo - US,international airfare,Advanced,Geo Targeted Boston,International Boston,uncategorized,,Paused,$6.25,13,$18.05,$1.39,207,6.28%,1.06,0.00%,$0.00,$0.00,$18.05,0
mkt_1052,Google - US,paris cheap flight,Broad,Geo Targeted Los Angeles,Los Angeles to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25,2,$10.41,$5.21,65,3.08%,3.24,0.00%,$0.00,$0.00,$10.41,0
mkt_1053,Google - US,france cheap tickets,Broad,Geo Targeted DC,DC to France Sale,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25,3,$7.39,$2.46,22,13.64%,1.09,33.33%,$7.39,$490.45,$7.39,1
mkt_1054,Google - Global,french airline,Broad,Air France Brand & French Destinations,Air France Brand,uncategorized,,Unavailable,$5.00,166,$473.71,$2.85,"3,620",4.59%,1.37,0.60%,$473.71,$231.20,$473.71,1
mkt_1055,Google - US,travel to nice,Broad,French Destinations,Nice,uncategorized,Postiion 1-4 Bid Strategy,Live,$10.00,104,$233.72,$2.25,"1,686",6.17%,1.24,0.00%,$0.00,$0.00,$233.72,0
mkt_1056,Google - US,venice airfare,Broad,Western Europe Destinations,Venice,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25,8,$7.75,$0.97,176,4.55%,3.57,0.00%,$0.00,$0.00,$7.75,0
mkt_1057,Google - US,malaga flight,Broad,Geo Targeted Los Angeles,Los Angeles to Malaga Sale,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25,1,$2.03,$2.03,2,50.00%,2.00,0.00%,$0.00,$0.00,$2.03,0
mkt_1058,Overture - US,greece ticket,Standard,Unassigned,Unassigned,greece,Position 5-10 Bid Strategy,Paused,$0.41,37,$27.31,$0.74,864,4.28%,2.39,0.00%,$0.00,$0.00,$27.31,0
mkt_1059,MSN - Global,flights to france,Broad,Air France Brand & French Destinations,France,uncategorized,Position 1-4 Bid Strategy,Deactivated,$0.00,38,$91.39,$2.40,747,5.09%,2.77,0.00%,$0.00,$0.00,$91.39,0
mkt_106,Google - US,rome airline,Broad,Geo Targeted Detroit,Detroit to Rome Sale,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25,1,$3.31,$3.31,7,14.29%,2.00,0.00%,$0.00,$0.00,$3.31,0
mkt_1060,Google - US,paris flight,Broad,Geo Targeted Los Angeles,Los Angeles to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25,32,$79.01,$2.47,446,7.17%,2.29,0.00%,$0.00,$0.00,$79.01,0
mkt_1061,Overture - US,ny to greece,Standard,Unassigned,Unassigned,greece,Position 5-10 Bid Strategy,Paused,$0.13,3,$1.32,$0.44,"1,728",0.17%,2.23,0.00%,$0.00,$0.00,$1.32,0
mkt_1062,Google - US,cheap air france,Broad,Geo Targeted New York,Airfrance Deal New York,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25,2,$2.78,$1.39,4,50.00%,3.25,0.00%,$0.00,$0.00,$2.78,0
mkt_1063,Google - US,england airfares,Broad,Google_Yearlong 2006,Google|England,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25,3,$2.48,$0.83,20,15.00%,1.39,0.00%,$0.00,$0.00,$2.48,0
mkt_1064,Google - US,italy airlines,Broad,Geo Targeted Boston,Boston to Italy Sale,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25,2,$4.40,$2.20,67,2.99%,3.11,0.00%,$0.00,$0.00,$4.40,0
mkt_1065,Google - US,uk tickets,Broad,Google_Yearlong 2006,Google|UK,uncategorized,Position 5-10 Bid Strategy,Paused,$10.00,11,$62.84,$5.71,403,2.73%,1.35,0.00%,$0.00,$0.00,$62.84,0
mkt_1066,Google - US,european cheap ticket,Broad,Google_Yearlong 2006,Google|Europe,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25,1,$0.95,$0.95,33,3.03%,2.36,0.00%,$0.00,$0.00,$0.95,0
mkt_1067,Google - Global,newark to paris,Broad,Air France Brand & French Destinations,Paris,uncategorized,,Unavailable,$5.00,19,$32.82,$1.73,173,10.98%,1.61,0.00%,$0.00,$0.00,$32.82,0
mkt_1068,Yahoo - US,trip to nice,Standard,French Destinations,Nice,uncategorized,,Live,$6.25,2,$1.23,$0.61,136,1.47%,1.00,0.00%,$0.00,$0.00,$1.23,0
mkt_1069,Yahoo - US,paris france airport,Standard,Paris & France Terms,Paris,uncategorized,,Live,$6.25,2,$1.30,$0.65,408,0.49%,1.34,0.00%,$0.00,$0.00,$1.30,0
mkt_107,Yahoo - US,germany airline,Advanced,Western Europe Destinations,Germany,uncategorized,,Paused,$6.25,1,$2.93,$2.93,45,2.22%,2.77,0.00%,$0.00,$0.00,$2.93,0
mkt_1070,MSN - Global,airfrance deals,Broad,Air France Brand & French Destinations,Air France Brand,uncategorized,Position 2-5 Bid Strategy,Deactivated,$0.00,1,$0.10,$0.10,4,25.00%,1.00,0.00%,$0.00,$0.00,$0.10,0
mkt_1071,Google - US,venice airfares,Broad,Google_Yearlong 2006,Google|Venice,venice,Position 5-10 Bid Strategy,Paused,$6.25,5,$13.98,$2.80,63,7.94%,1.75,0.00%,$0.00,$0.00,$13.98,0
mkt_1072,Yahoo - US,international air fare,Advanced,Geo Targeted Atlanta,International Atlanta,uncategorized,,Paused,$6.25,6,$18.66,$3.11,355,1.69%,3.60,16.67%,$18.66,$170.00,$18.66,1
mkt_1073,Google - US,ticket to france,Broad,Paris & France Terms,France,uncategorized,Pos 3-6,Paused,$10.00,114,$424.15,$3.72,"1,139",10.01%,1.57,0.88%,$424.15,"$2,910.40",$424.15,1
mkt_1074,MSN - US,france airfare,Broad,Air France Brand & French Destinations,France,uncategorized,,Live,$0.00,17,$39.05,$2.30,248,6.85%,1.86,0.00%,$0.00,$0.00,$39.05,0
mkt_1075,Google - US,paris cheap airfares,Broad,Geo Targeted New York,New York to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Live,$6.25,7,$17.51,$2.50,26,26.92%,1.15,0.00%,$0.00,$0.00,$17.51,0
mkt_1076,Google - US,turkey cheap tickets,Broad,Google_Yearlong 2006,Google|Turkey,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25,1,$0.88,$0.88,5,20.00%,1.20,0.00%,$0.00,$0.00,$0.88,0
mkt_1077,Yahoo - US,rome ticket,Advanced,Geo Targeted Houston,Houston to Rome Sale,uncategorized,,Live,$6.25,1,$0.99,$0.99,494,0.20%,1.00,0.00%,$0.00,$0.00,$0.99,0
mkt_1078,Yahoo - US,turkey plane ticket,Advanced,Western Europe Destinations,Turkey,uncategorized,,Live,$6.25,6,$8.44,$1.41,40,15.00%,1.65,0.00%,$0.00,$0.00,$8.44,0
mkt_1079,Yahoo - US,lyon france airport,Standard,French Destinations,Lyon,uncategorized,,Live,$6.25,2,$0.91,$0.46,37,5.41%,1.02,0.00%,$0.00,$0.00,$0.91,0
mkt_108,Yahoo - US,cheapest flight to france,Standard,Paris & France Terms,France,uncategorized,,Live,$6.25,3,$3.20,$1.07,31,9.68%,1.00,0.00%,$0.00,$0.00,$3.20,0
mkt_1080,Overture - US,flight to madrid,Advanced,Unassigned,Unassigned,flight,Position 5-10 Bid Strategy,Paused,$1.48,605,$516.01,$0.85,"20,883",2.90%,1.02,0.00%,$0.00,$0.00,$516.01,0
mkt_1081,Google - US,germany flight,Broad,Google_Yearlong 2006,Google|Germany,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25,83,$138.19,$1.66,"2,851",2.91%,1.83,0.00%,$0.00,$0.00,$138.19,0
mkt_1082,Overture - Global,france travel,Advanced,Unassigned,Unassigned,france,,Sent,$8.75,"4,672","$5,824.94",$1.25,"8,342,415",0.06%,1.33,0.11%,"$1,164.99","$5,774.90","$5,824.94",5
mkt_1083,Google - US,barcelona flights,Broad,Geo Targeted Boston,Boston to Barcelona Sale,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25,2,$4.04,$2.02,28,7.14%,1.62,0.00%,$0.00,$0.00,$4.04,0
mkt_1084,Google - US,delhi ticket,Broad,Google_Yearlong 2006,Google|Delhi,delhi,Position 5-10 Bid Strategy,Paused,$6.25,31,$54.92,$1.77,534,5.81%,1.04,0.00%,$0.00,$0.00,$54.92,0
mkt_1085,Overture - US,tel aviv,Standard,Unassigned,Unassigned,regional,Position 5-10 Bid Strategy,Paused,$11.25,137,$103.90,$0.76,"5,483",2.50%,1.46,0.00%,$0.00,$0.00,$103.90,0
mkt_1086,Google - US,italy plane ticket,Broad,Western Europe Destinations,Italy,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25,4,$2.43,$0.61,97,4.12%,5.47,0.00%,$0.00,$0.00,$2.43,0
mkt_1087,Google - US,turkey travel,Broad,Google_Yearlong 2006,Google|Turkey,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25,485,"$1,616.34",$3.33,"23,176",2.09%,2.17,0.00%,$0.00,$0.00,"$1,616.34",0
mkt_1088,Google - US,italy airfare,Broad,Geo Targeted DC,DC to Italy Sale,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25,6,$17.12,$2.85,16,37.50%,1.44,0.00%,$0.00,$0.00,$17.12,0
mkt_1089,Google - Global,flights to brussels,Broad,Air France Global Campaign,Brussels,brussels,Position 1- 3,Unavailable,$11.25,5,$13.25,$2.65,267,1.87%,1.00,0.00%,$0.00,$0.00,$13.25,0
mkt_109,Google - US,paris airline,Broad,Geo Targeted Philadelphia,Philadelphia to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25,3,$8.42,$2.81,4,75.00%,2.75,0.00%,$0.00,$0.00,$8.42,0
mkt_1090,Google - US,rome airports,Broad,Western Europe Destinations,Rome,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25,13,$4.67,$0.36,"2,806",0.46%,6.39,0.00%,$0.00,$0.00,$4.67,0
mkt_1091,Google - US,paris cheap ticket,Broad,Geo Targeted Seattle,Seattle to Paris Sale,uncategorized,Position 2-5 Bid Strategy,Paused,$5.00,2,$5.81,$2.91,24,8.33%,1.88,0.00%,$0.00,$0.00,$5.81,0
mkt_1092,Google - US,flights - exact,Broad,Google_Yearlong 2006,Google|Flights Relaunch,uncategorized,Position 5-10 Bid Strategy,Unavailable,$7.50,139,$241.80,$1.74,"5,792",2.40%,3.76,0.00%,$0.00,$0.00,$241.80,0
mkt_1093,Yahoo - US,international airline,Advanced,Geo Targeted Detroit,International Detroit,uncategorized,,Paused,$6.25,5,$8.74,$1.75,76,6.58%,1.33,0.00%,$0.00,$0.00,$8.74,0
mkt_1094,Google - US,venice cheap airfare,Broad,Geo Targeted New York,New York to Venice Sale,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25,1,$2.09,$2.09,1,100.00%,1.00,0.00%,$0.00,$0.00,$2.09,0
mkt_1095,Google - US,airfrance paris flight,Broad,Paris & France Terms,Paris Branded,uncategorized,Position 2-5 Bid Strategy,Live,$10.00,6,$5.74,$0.96,12,50.00%,1.00,0.00%,$0.00,$0.00,$5.74,0
mkt_1096,Google - US,cologne cheap flights,Broad,Google_Yearlong 2006,Google|Cologne,cologne,Position 5-10 Bid Strategy,Paused,$6.25,1,$2.11,$2.11,61,1.64%,1.04,0.00%,$0.00,$0.00,$2.11,0
mkt_1097,MSN - Global,paris trip,Broad,Air France Brand & French Destinations,Paris,uncategorized,Position 2-5 Bid Strategy,Deactivated,$0.00,8,$21.04,$2.63,158,5.06%,3.36,0.00%,$0.00,$0.00,$21.04,0
mkt_1098,Overture - US,airline ticket to italy,Advanced,Unassigned,Unassigned,italy,Position 1-4 Bid Strategy,Paused,$1.00,142,$130.62,$0.92,"5,875",2.42%,2.01,0.70%,$130.62,"$1,025.10",$130.62,1
mkt_1099,Google - Global,france trip,Broad,Air France Brand & French Destinations,France,uncategorized,,Paused,$5.00,54,$156.67,$2.90,952,5.67%,1.65,0.00%,$0.00,$0.00,$156.67,0
mkt_110,Yahoo - US,cheap international airplane tickets,Advanced,Geo Targeted Atlanta,Cheap International Atlanta,uncategorized,,Paused,$6.25,1,$6.01,$6.01,19,5.26%,1.42,0.00%,$0.00,$0.00,$6.01,0
mkt_1100,Google - US,paris airline tickets,Broad,Geo Targeted Miami,Miami to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25,1,$1.63,$1.63,3,33.33%,1.00,0.00%,$0.00,$0.00,$1.63,0
mkt_1101,Google - US,cont:google_yearlong 2006::google|athens,N/A,Google_Yearlong 2006,Google|Athens,uncategorized,,Unavailable,$7.50,7,$2.17,$0.31,585,1.20%,3.56,0.00%,$0.00,$0.00,$2.17,0
mkt_1102,Google - US,flight to venice,Broad,Western Europe Destinations,Venice,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25,15,$21.08,$1.41,331,4.53%,5.70,0.00%,$0.00,$0.00,$21.08,0
mkt_1103,MSN - US,france flights,Broad,Air France Brand & French Destinations,France,uncategorized,,Live,$0.00,13,$39.79,$3.06,494,2.63%,1.39,0.00%,$0.00,$0.00,$39.79,0
mkt_1104,Google - US,rome fares,Broad,Geo Targeted Boston,Boston to Rome Sale,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25,2,$11.00,$5.50,6,33.33%,1.50,0.00%,$0.00,$0.00,$11.00,0
mkt_1105,Overture - US,airline ticket,Standard,Unassigned,Unassigned,airline,Position 1-4 Bid Strategy,Unavailable,$7.50,"34,012","$43,256.94",$1.27,"4,492,536",0.76%,2.98,0.16%,$786.49,"$84,199.30","$43,256.94",55
mkt_1106,Overture - Global,airfare paris france,Advanced,Unassigned,Unassigned,paris,Position 1-2 Target,Sent,$0.70,62,$71.46,$1.15,771,8.04%,1.51,0.00%,$0.00,$0.00,$71.46,0
mkt_1107,Google - US,florence airfare,Broad,Western Europe Destinations,Florence,uncategorized,Position 5-10 Bid Strategy,Unavailable,$0.00,9,$12.71,$1.41,334,2.69%,4.64,0.00%,$0.00,$0.00,$12.71,0
mkt_1108,Google - Global,bordeaux airfares,Broad,Air France Global Campaign,Bordeaux,bordeaux,Position 1- 3,Unavailable,$1.25,1,$0.75,$0.75,43,2.33%,1.40,0.00%,$0.00,$0.00,$0.75,0
mkt_1109,Yahoo - US,marseille airfares,Standard,French Destinations,Marseille,uncategorized,,Live,$6.25,2,$1.10,$0.55,223,0.90%,1.18,0.00%,$0.00,$0.00,$1.10,0
mkt_111,Google - US,paris fare,Broad,Geo Targeted Los Angeles,Los Angeles to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25,1,$2.93,$2.93,36,2.78%,1.39,0.00%,$0.00,$0.00,$2.93,0
mkt_1110,Google - US,book air france,Broad,Air France Branded,Air France Brand,uncategorized,Position 1 -2 Target,Live,$0.53,25,$38.15,$1.53,379,6.60%,1.43,4.00%,$38.15,$780.30,$38.15,1
mkt_1111,Overture - US,airfare ticket,Standard,Unassigned,Unassigned,airfaregeneral,Position 5-10 Bid Strategy,Paused,$0.66,140,$155.82,$1.11,"10,484",1.34%,2.57,0.00%,$0.00,$0.00,$155.82,0
mkt_1112,Google - US,france airfare,Broad,Geo Targeted Detroit,Detroit to France Sale,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25,1,$1.41,$1.41,10,10.00%,1.10,0.00%,$0.00,$0.00,$1.41,0
mkt_1113,Overture - Global,air france airway,Standard,Unassigned,Unassigned,airfrance,Position 1-2 Target,Paused,$0.15,15,$2.63,$0.18,864,1.74%,5.41,0.00%,$0.00,$0.00,$2.63,0
mkt_1114,Google - US,france tickets,Broad,Geo Targeted Miami,Miami to France Sale,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25,2,$7.05,$3.53,54,3.70%,2.42,0.00%,$0.00,$0.00,$7.05,0
mkt_1115,Google - US,spain airfare,Broad,Google_Yearlong 2006,Google|Spain,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25,28,$49.70,$1.78,435,6.44%,1.86,0.00%,$0.00,$0.00,$49.70,0
mkt_1117,Yahoo - US,cheap international tickets,Advanced,Geo Targeted Atlanta,Cheap International Atlanta,uncategorized,,Paused,$6.25,2,$3.81,$1.91,13,15.38%,1.00,0.00%,$0.00,$0.00,$3.81,0
mkt_1118,Yahoo - US,cologne airport,Advanced,Western Europe Destinations,Cologne,uncategorized,,Paused,$6.25,1,$1.94,$1.94,65,1.54%,1.31,0.00%,$0.00,$0.00,$1.94,0
mkt_1119,Overture - US,ticket to france,Standard,Unassigned,Unassigned,france,Position 2-5 Bid Strategy,Paused,$1.26,10,$7.00,$0.70,296,3.38%,2.37,0.00%,$0.00,$0.00,$7.00,0
mkt_112,Yahoo - US,europe airfare,Advanced,Geo Targeted Los Angeles,Europe Los Angeles,uncategorized,,Paused,$6.25,2,$5.83,$2.91,11,18.18%,2.73,0.00%,$0.00,$0.00,$5.83,0
mkt_1120,Overture - US,cheap travel paris,Standard,Unassigned,Unassigned,paris,Position 2-5 Bid Strategy,Paused,$0.64,5,$6.16,$1.23,392,1.28%,3.24,0.00%,$0.00,$0.00,$6.16,0
mkt_1121,Overture - US,hamburg airport,Advanced,Unassigned,Unassigned,hamburg,Position 5-10 Bid Strategy,Paused,$1.26,5,$4.29,$0.86,573,0.87%,1.88,0.00%,$0.00,$0.00,$4.29,0
mkt_1122,Yahoo - US,international ticket,Advanced,Geo Targeted Chicago,International Chicago,uncategorized,,Live,$6.25,5,$9.03,$1.81,43,11.63%,1.81,0.00%,$0.00,$0.00,$9.03,0
mkt_1123,MSN - Global,visit paris,Broad,Air France Brand & French Destinations,Paris,uncategorized,Position 2-5 Bid Strategy,Deactivated,$0.00,9,$19.04,$2.12,669,1.35%,2.04,0.00%,$0.00,$0.00,$19.04,0
mkt_1124,Google - US,france airport,Broad,Geo Targeted Chicago,Chicago to France Sale,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25,1,$1.11,$1.11,8,12.50%,1.25,0.00%,$0.00,$0.00,$1.11,0
mkt_1125,Google - US,paris airfares,Broad,Geo Targeted Miami,Miami to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25,1,$3.69,$3.69,4,25.00%,4.50,0.00%,$0.00,$0.00,$3.69,0
mkt_1126,Overture - US,greece airline,Advanced,Unassigned,Unassigned,greece,Position 5-10 Bid Strategy,Paused,$0.38,44,$19.12,$0.43,"2,693",1.63%,4.24,0.00%,$0.00,$0.00,$19.12,0
mkt_1127,Google - Global,zurich airfare,Broad,Air France Global Campaign,Zurich,zurich,Position 1- 3,Unavailable,$11.25,3,$4.00,$1.33,144,2.08%,1.00,0.00%,$0.00,$0.00,$4.00,0
mkt_1128,Google - US,switzerland cheap flights,Broad,Google_Yearlong 2006,Google|Switzerland,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25,1,$5.38,$5.38,36,2.78%,1.48,0.00%,$0.00,$0.00,$5.38,0
mkt_1129,Yahoo - US,pisa flight,Advanced,Geo Targeted Boston,Boston to Pisa Sale,uncategorized,,Paused,$6.25,2,$1.38,$0.69,63,3.17%,1.00,0.00%,$0.00,$0.00,$1.38,0
mkt_113,Google - US,venice cheap tickets,Broad,Geo Targeted New York,New York to Venice Sale,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25,1,$1.79,$1.79,2,50.00%,1.00,0.00%,$0.00,$0.00,$1.79,0
mkt_1130,Google - Global,marseille airline,Broad,Air France Global Campaign,Marseille,marseille,Position 1- 3,Unavailable,$1.25,3,$3.98,$1.33,306,0.98%,1.23,0.00%,$0.00,$0.00,$3.98,0
mkt_1131,Google - US,france cheap flights,Broad,Geo Targeted DC,DC to France Sale,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25,2,$2.95,$1.48,20,10.00%,1.06,0.00%,$0.00,$0.00,$2.95,0
mkt_1132,Google - US,marseille airlines,Broad,French Destinations,Marseille,uncategorized,Position 2-5 Bid Strategy,Paused,$10.00,3,$4.17,$1.39,93,3.23%,2.52,0.00%,$0.00,$0.00,$4.17,0
mkt_1133,Overture - US,stuttgart airport,Advanced,Unassigned,Unassigned,stuttgart,Position 5-10 Bid Strategy,Paused,$0.36,1,$0.33,$0.33,711,0.14%,3.90,0.00%,$0.00,$0.00,$0.33,0
mkt_1134,Google - US,seville flights,Broad,Geo Targeted DC,DC to Seville Sale,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25,1,$2.15,$2.15,16,6.25%,1.36,0.00%,$0.00,$0.00,$2.15,0
